clean_review,Star
jasmine cashier really nice order wrong did fix thanks jasmine reason continue thur drive thur restaurant,5
far food patron wise lots interesting characters,3
stopped picking brother school bit line moved pretty fast food absolutely fantastic usually mcdonalds hit miss multiple areas location fast service really fresh food!!!!!,5
good service,4
long wait served ordered hot fudge sundaes tasted looked looked like chocolate returned store pointed tasted chocolate manager 03 17 19 20 44 extremely rude told not fault didn t like sundaes turned told poor customer service rude turn aggressively turn snapped did say repeated,1
don't make effort slow not friendliest mcdonald's,2
good,4
sunday says open 6 30am people waiting outside said need 10 minutes staff smokes door wake earlier start time people!,1
1 star!!! swore mcdonalds long ago happened stopped decided breakfast sandwich thinking hard wrong breakfast got food poisoning time 29 years life quite unwelcome reminder stay far away,1
hands slowest service seen fast food restaurant,1
,5
place apple pie coffee!,5
good food good price good service excellent,4
pleasantly surprised friendliness staff,5
ok far food mcdonald's goes service fast lady took order nice,3
poor,2
scam!!!they don't work clock,1
poor,2
great place,5
really like sausage egg n cheese mcgriddle breakfast sandwiches!! yummy!,4
good place,4
poor,2
better ways suicide,1
fancy time area stopped coffee bathroom coin operated lock gave impression it's bad neighborhood,3
poor,2
everybody restaurant does not know add subtract hate place! negative 0 stars,1
place absolutely delicious fries perfect salt prices fair customers employees polite sophisticated place kardashians swarming mean it's boogie people good cheap,5
food order wrong 1 person taking orders serving drive orders counter long wait,1
work door dash locked wait long line no reason 10 tried beg open i'm door dash refused covid new job,1
no wonder 3 star hours aren't correct people standing inside doing 30 car line mcdonald isn't used,1
don't park people visit city it's hard not know,1
ideal place rush moment enter eat products good food good fast attention,5
did gd team,5
fat burger nasty food,1
ordered online curbside pickup waittime ridiculous ended having inside ask order don,1
fast easy use,5
no refills! took 10 minutes line order 3 ranch 20 chicken nuggets not 4 fo,2
average mcdonald's short wait ok food fast service expect mcdonald's,4
conveniently 24 hrs route home ordered 2 mcdoubles mac sauce medium fries didnt fries 1 mac sauce double check food,3
begging money homeless people come right car,1
good,4
mcdonald's,3
usually crowded soda fountain not fizzy employees quite distracted good place quick bite way beach,3
excellent place quiet,5
long wait doing cash waited line minutes doing cash times times stopped better,2
overcharging customers uninformed prices management does aid issue accommodating customer stated price,1
lol just like guy said hair reminded movie nice,5
raise prices convention center sandwiches raised 3 company large able prices lowered ripping people area,1
admit went craving run worked! gotta 2 2 50 deals oreo mcflurries somewhere!,4
good great customer service recommended,4
bad,1
great place kids playground playroom great recommend 30 min just 5 play card waiting food longer mcdonald busy place,4
waited half hour served service bad guy takes order didn't listen customers said,1
clean environment nice people,5
easy morning keeps coffee hot,5
super long line drive trough night time place sucks mistake 45 minutes spare place,1
grandson's favorite place,5
excellent,5
saw girl works chips blowing nose chips no mcdonalds snotty chips,1
nicest mc donalds,5
excellent,5
order,4
showed 440am said closed till 5am waited till 5am said 530am??? going world coming trying order mcdonald,1
unfortunately t zero stars c,1
mcdonald's burger hungry great wise it's burger need food not favorite burger works need,3
late orders today 10 02 22 family food 40min late need management,1
good,4
young mom dad kids mcdonald's family night,5
love mcdonald's it's hilton orlando got good deals breakfast day quality amazing way expected mccafe drinks good not water like nyc giving place 5 stars want cheap meals up!!!,5
i'm really disappointed mcdonald's santa monica went got food husband drink carrier broke wouldn't replacement loss reorder replace ice coffee mocha frappe,1
ok,3
classic fast food,2
great granddaughter loves oreo cookies icecream,5
poor,2
enjoyed,5
awesome service food hot,5
fish filet way favorite stupidly good sandwich,5
far rudest customer service encountered went 3 32am sunday went drive husband asked comes crispy tenders meal responded rudely ugh fries drink laugh asked long shift cause really sarcastic responded rudely cause doesn't know don't work mcdonald know comes meal place different regardless it's no excuse rude customer,1
better burger meat cold fries hot good tho,2
great service,5
horrific service not world's largest mcdonald's people reviewing location international dr near occc ordering drive took 20 minutes did not include waiting food man speaking kept whispering getting attitude despite saying not hear did not correctly order just not say multiple minutes time never life mcdonald's worse service avoid costs,1
asked fries no salt fries salt soda watered did timely manner,3
not go! soon got got yell employees drive told did not car told wait line anyways standed line cars took forever make orders order wait sidewalk let cars ahead just not car cars bigger orders talking 2 3 delivery bags yelled basically threw food left worst experience not fast food wait 30 minutes just order,1
didn't large order wrong car kids says alot,4
excessively long wait,3
it's unfortunate today i'll going mcdonald's beach 3yrs 7 days week order large mocha i've seen management change 7 people i've friends people gone direct complaint recently i've you'd think i'd different mcdonald's issues right? don't think drive lack customer service not changing complaint handled fast efficient come retrieve mocha tasted weird couple days ago came asked park 3 gave lady told let manager know wasn't satisfied drink laughed said ok yesterday waited hr raining crazy doordash gave wrong item reorder today retrieve mocha manager ask promised me? let know came returned told girl somethings wrong it's taste burnt gm says saw yesterday know gave free mocha calling liar especially repeat tell didn't come yesterday doordashed yall messed dash receipts says didn't liar know gave free tells staff shared drive ordering no experienced that? i'm daily! told staff isn't window just wasn't pulled today said wrong speaker no accept accountability manager told rosa that's not lady complained anywho told i'm not problem i'm not sure hasn't fixed today i've decided switch locations lol drive good customer service rosa thank responding today largeahotmocha,1
