clean_review,Star
received red raw quarter pounder location order taker did understand said mobile order code contents order accurate burger tasted weird looked observed actually raw photo unfiltered unretouched upside tossed way plate terrifying called immediately requested come receipt manager did refund just burger order really just word warning particular location disgusting disastrous,1
wish learn burger,3
good place little staffed,4
far best mcds clean store friendly service quality food,5
fast food place security officer means safe guess,4
favorite features mcdonald know expect offerings flavors true particular restaurant soooo busy guess excellent location makes impervious concerns customer service satisfaction customers running lettuce running things management logistics problems bad attitude lack courtesy guess problem customers right stars providing best breakfast sandwich market regardless attitude bad manners,2
ordered regular big mac large fries gave bigmac bacon cold fries cold,1
disrespectfully levels paid cash got cinnabub told bag basically accused lieing trying extra free gave refund rude felt disrespected horrible mc donald,1
experience world renowned burgers fry,2
neutral,3
good service limited seating convenience store environment,4
hours inaccurate close dining room midnight posted doors tea distinct taste coffee makes taste like burnt tea gross,1
excellent,5
workers help rude,1
nastiest mac ve small loud dirty read toilet tables floors brrrr,2
fluke separate occasions gone past months soda machine working couldn order meal deal nice regular mcdonald,3
manager works black morning thinks treating bad people good service totally rude manager sucks,1
jose great nice place clean,5
good,5
stars girl drive ridiculously cute hmu home grownz,5
neutral,3
solid dive bar good food chilli excellent salad decent smoke inside rarity days nice staff attentive friendly doing odd location sure,4
gotta love mickey ds,5
fourth time la visited place santa monica place cool dollar items especially soft drinks,5
okay crowded nice good saturday morning,4
don provide refill service burger onions,2
served bucket stale oil instead clean batch fries filet fish patty stale hard possibly refried oil quality poor fried weren fresh happens door dash quality oil staleness food unreal regret making choice pizza tonight eat food,1
kiosk joke takes longer using just ordering counter young lady counter obviously did want work wasn,2
mcd,3
bacon food cold fries old,1
did provide receipt didn chocolate milk happy meal rude service shame location,1
slow rude,1
friendly staff fries stale took time order giving appearance fresh batch fries coming fryer wrong tasted like scraped floor pm night,2
good service,4
ordered got hot right,5
mcdonald good,5
seen mcdonald painted beautiful visit,4
manager rude disrespectful attempted argue,1
food normal check ur nuggets missing container,5
worst drive set experienced way unless drive line wait,1
neutral,3
forgot sandwiches pulled food hot,1
stop canada,4
mcd good place eat matter,4
love coming tried shamrock mcflurry delicious,4
wait minutes waiting quarter pounder bag getting cold happy,3
come customer service good faster wit food good job mcdonalds,5
neutral,3
simple website says open hours closed saturday night workers inside unacceptable,1
terrible customer service single time,1
unfortunately abit unprofessional,1
pretty good mc late night drive visits usually pretty quick staff pretty friendly,4
truth lost quality attention employees recommend,2
staff rude unprofessional great,5
service terrible,1
good,4
place mobile order pm fast complains order,5
horrible experience long line drive pulled line thinking curbside order faster minutes seeing employees come bringing food curbside orders line drive kept moving car pulled gestured going called number sign answered hung called point upset couldn cancel order app finally answered told waiting minutes point food come cancel order said app told tried need manager refund money said manager cancel app asked didn nl soon refund employee comes deliver car order shout refund said working horrible customer service,1
great,5
possibly worst experience ve mcdonalds wrong order fine asked receipt gave place thinking steal burgers asked swing pay station point minutes past just waiting asked pay young woman initialed paid took card charged line incorrect items people waiting,1
